Abbruchabfall	m	XD	demolition waste	đất đá thải do phá huỷ
Abbruchfehler	m	M_TÍNH	truncation error	lỗi cắt cụt
Abbruchhöhe	f	VTH K	critical altitude	độ cao tới hạn
Abbruchkolonne	fx	D	breakdown gang	đội sửa chữa hỏng hóc
Abbruchmaterial	nt	P_LIỆU	demolition waste, rubble	chất thải phá nổ, đất đá vụn
Abbruchmaterial	nt	XD	demolition waste	đất đá thải do
Abbruchzustand	m	Đ_KHIỂN	truncation condition	điều kiện cắt cụt
abbrühen	vt	NH_ĐỘN(Ỉ	scald	nấu, đun sôi, hấp
ABC	v_tắt (automatische Helligkeitsregelung)	TV ABC		(automatic brightness control) (sự) điều chính độ chói tự động
ABC-Hubschrauber	m	VTHK ABC	helicopter, advanced blade concept helicopter	trực thăng
ABC-Hubschrauber	m	ABC		trực thăng lá cánh quạt hướng về phía trước
Abdachen	nt	CNSX	pointing	sư gia công
abdachen	vt	CNSX	point	gia công côn
abdämmen	vt	KTC_NƯỚC	block off	chặn
Abdichtungsmittel	nt	XD	sealant	chất bít kín, chất trám kín
Abdrehen	nt	CNSX	dressing, truing	sự chinh, sự nắn sửa (đá mài)
abdrehen	vt	CNSX	dress	nắn sủa, chinh đúng (vật mài)
abdrehen	vt	CNSX	true	chỉnh đúng (đá mài)
abdrehen	vt	KTC_NƯỚC	turn off	khoá, tắt, đóng ( vòi
Abdrehvorrichtung	f	CT_MÁY	truing attachment, turning attachment	đồ gá sửa, đồ gá hiệu chuẩn
Abdriftwinkel	m	VTHK	drift angle	góc dạt
Abdriftwinkel	m	VT_THUỶ	leeway angle	góc dạt
abdruckbares Zeichen	nt	IN	printing character	kỷ tư in ra được
Abdrücksignal	nt	Đ_SẮT	backing signal	tín hiệu lùi
Aberrationskreis	m	Q_HỌO	circle of aberration	vòng quang sai
Abfackeln	nt	D_KHÍ	flaring	đuốc dầu khí, sự cháy khí đốt (do đốt bỏ)
abfackeln	vt	NH_ĐỘNG	burn off	đốt cháy, làm bùng cháy
Abfall	m	P_LIỆU	junk	chất thải, phế liệu
Abfall	m	XD	tailings	phần thải, chất thải
Abfall	m	Đ_TỬ	fall- off	sự sụt (điện áp)
Abfall	m	KT_Đ1ỆN	drop	sự sụt (điện áp)
Abfall	m	KT_Đ1ỆN	TH_LựC fall	sư hạ (mức nước), cơ
Abfall	m	KT_Đ1ỆN	junk, scrap	phế liệu, phê thải
Abfall	m	GIÂY	waste	phế liệu, phế thải
Abfall	m	CH_LƯỢNG	scrap	phê liêu, phế thải
Abfall	m	B_BÌ	garbage (Mỹ), rubbish (Anh)	rác rưởi, đồ bỏ đi
Abfall	m	KTC_NƯỚC	refuse	
Abfallagerung	f	P_L1ỆU	waste storage	nơi chứa chất thải, kho phế liệu
Abfallaufbereitung	f	P_LIỆU, ÔNMT	waste	
Abfallausgrabung	f	KTH_NHÂN	disintern- ment of waste	sự khai quật chất thải
Abfallbehälter	m	P_LIỆU	garbage can (Mỹ), rubbish bin (Anh), waste container	thùng đựng rác, thùng dưng chất thải
Abfallbehälter	m	KTH_NHÂN	waste canister	thùng chất thải
Abfallbehandlung	f	P_LIỆU	waste processing, waste treatment	sự xử lý chất thải
Abfallbeseitigung /■ P_L,IỆU refuse disposal, waste disposal	sư khử bỏ chát thải, sư vứt bỏ chất thải	KTC NƯỚC	waste disposal	sự xử lý chất thải
Abfallbrennstoff	m	P_LIỆU	waste fuel	nhiên liệu phế thải
Abfalldeponie	f	KTC_NƯỚC	refuse dump	bãi chất thải, bãi phê thải
Abfallen	nt	KT_ĐIỆN	drop-out	sự sụt áp
Abfallen	nt	TV	decay	sự rã hình
abfallen	vi	XD	sink	chìm, lún
abfallen	vi	XD	slope	dốc nghiêng (địa hình)
abfallen	vi	M_TÍNH	decay	phân rã
abfallen	vi	VT_THUỶ	bear away	cuốn đi
abfallen	vi	VT_THUỶ	fall off	không
abfallende Flanke	f	Đ_TỬ	trailing edge	sườn sau (của các xung) mg and dosing machine máy đóng gói và đinh liêu lương
Abfüll- und Siegelmaschine	f	B_BÌ	filling and sealing machine	máy nạp dầy và bít kín
Abfüll- und Versiegelungseinheit für Beutel	f	B_BÌ	sachet form fill seal unit	thiết bị nạp đầy và bít kín dạng túi
Abfüllung in Kartons	f	B_BÌ	bag-in-a-box packaging	sự dóng bao đinh lương vào hộp cactông
Abfüllvorrichtung	f	CNT_PHẨM	dispenser cơ	cấu đong,' máy tư đông rót, ông đinh lượng
Abgabeseite	f	CT_MÁY	discharge side	phía dỡ tải
Abgang	m	ÔTÔ, V_THÔNG, V_TẢ1	originating, outgoing, output	sư khởi hành, sự xuất phát, sư ra đi
Abgangsverkehr	m	V_THÔNG	originating traffic, outgoing traffic	lưu lượng (gửi) đi
Abgangsverkehr	m	VTAI	originating traffic	lưu lương vân tải khởi đầu
Abgangswelle	f	ỒTÔ	output shaft	true ra
Abgas	nt	CNSX	waste gas	khí thải
Abgasanlage	f	ÔTÔ	exhaust system	hê thông xả khí
abgasarmes Gemisch	nt	ÔTÔ	lean mixture	hỗn hợp nghèo
Abgasdüsen verschlußstücke	nt pi	VTHK	exhaust nozzle breeches	các phần đuôi miệng xả
Abgasentschwefelung	f	P_LIỆU	waste gas desulfurization (Mỹ), waste gas desulphurization (Anh)	sự khử lưu huỳnh ở khí thải
Abgasgehäuse	nt	VTHK	exhaust case	vỏ khí xả
Abgaskatalysator	m	ÔTÔ	catalytic converter (Anh), catalytic muffler (Mỹ), catalytic silencer (Anh)	bộ chuyên đổi xúc tác, bộ tiêu ảm xúc tác, bộ giảm ảm xúc tác
Abgaskondensator	m	KTH_NHÂN	off-gas condenser	bô ngưng tụ khí thải
Abgaskonus	m	VTHK	exhaust cone	phần vỏ côn của ông xả
Abgasleitung	f	CNSX	exhaust duct	ông xả đông cơ
Abgasleitung	f	ÔTÔ, VTHK	exhaust pipe	ống xả
Cơ exhaust conduit, exhaust pipe	ống dẫn xả, ông xả	NH_ĐỘNG, VT_THUỶ	exhaust pipe	ông khi xả, ông khí thải
Abgasmeßgerät	nt	T_BỊ	waste gas meter	máy đo khí thải
Abgasmeßstrecke	f	KT_LẠNH	flue gas test section	phần thử khí ông khói
Abgasreinigung	f	P_L1ỆU	waste gas cleaning	sự làm sạch khí thải
Abgasreinigung	f	NH_ĐỘNG	exhaust gas cleaning	sự làm sạch khí xả
Abgasreinigungsanlage	f	KTA_TOÀN	flue gas cleaning installation	thiết bị làm sạch khí thải
abgehend	adj	V_THÖNG	outgoing	đi, hướng ra, ra ngoài
abgehende Leitung	f	V_THỐNG	outgoing circuit, outgoing line	mạch đi ra, đường ra ngoài
abgehender Anruf	m	V_THÔNG	outgoing call	cuộc goi đi
abgehender Verkehr	m	V_THÔNG	outgoing traffic	lưu lượng đi
abgehendes Bündel	nt	V_THÔNG	outgoing group	chùm tia đi
abgehoben	adj	V_THÔNG	off hook, off the hook	ịthuộc ) nhấc máy, cầm máy
abgelagertes Holz	nt	VT_THUỶ	seasoned timber, seasoned wood	gỗ đã xử lý, gỗ đã ngâm tẩm (vật liệu đóng tàu)
abgelagertes Holz	nt	VT_THUỶ	abgelaufene Zeit	f
abgelagertes Holz	nt	M_TÍNH	elapsed time	thời gian trôi qua, thời gian chạy
abgelegter Satz	m	IN	dead matter, dead type	bộ chữ in lỗi thời, kiêu chữ lỗi thời
abgeleiteter Strom	m	ĐIỆN	derived current	dòng điện rẽ, dòng điên nhánh
abgeleitete Schaltung	f	ĐIỆN	derived circuit	mach rẽ, mạch nhánh
abgelenktes Bohren	nt	D_KHÍ	deviated drilling	sự khoan lệch (kỹ thuật khoan)
abgelesener Meßwert	m	T_BỊ	reading	sô' đọc, số chỉ
abgelesener Wert	m	T_BỊ	reading	số đọc, sô chỉ
abgenommen	adj	V_THÔNG	off hook, off the hook (được)	nhấc máy, cầm máy, nối nhanh
abgenutztes Werkzeug	nt	KTA_TOÀN	worn tool	công cu bi mòn (nguyên nhăn gây sự cô)
abgeplattet	adj	HÌNH	oblate	dẹt
abgeplattet	adj	HÌNH	abgeplatteter Kern	m
abgeplattet	adj	KTH_NHÂN	oblate nucleus	hạt nhân dẹt
abgeplattetes Sphäroid	nt	HÌNH	oblate spheroid	hình phỏng cầu dẹt
abgeplatzte Ecke	f	SỨ_TT	chipped corner	góc chẻ
abgeplatzte Kante	f	SỨ_TT	chipped edge	mép chẻ
abgerundete Kante	f	SỨ_TT	rounded edge	mép vê tròn
abgeschaltet	adj	KT_ĐIỆN	off	bị ngắt
abgeschaltet	adj	V_THÔNG	disabled	bi mất tác dung, bị vô hiều hoá (máy móc)
abgeschalteter Thyristor	m	Đ_TỬ	off	
abgeschalteter Transistor	m	Đ_TỬ	off	
abgeschert	ad]	CNSX	sheared	bị cắt
abgeschirmte Antenne	f	TV	screened aerial	anten có chan
abgestuft	adj	XD	stepped	có bậc
abgestuft	adj	XD	screened (có)	lọt sàng (độ hạt)
abgestufter Steigflug	m	VTHK	stepped climb	sự bay lên cao dần
abgestufte Toleranz	f	CH_LƯỢNG	stepped tolerance	mức chấp nhận tăng dần
abgestumpfte Pyramide	f	HÌNH	truncated pyramid	hình chóp cut
abgestumpfte Pyramide	f	HÌNH	abgetastetes Signal	nt
abgestumpfte Pyramide	f	V_THÖNG	sampled signal	tín hiệu đươc lấy mẫu
abgetragen	adj	KT_DỆT	worn out (đã)	mòn, (đã) hư hỏng
abgetreppt	adj	XD	benched, stepped	có bậc, có thêm
Abgießen	nt	CN_HOÁ, CNT_PHẨM	decantation	sư gạn, sự chắt, sự lắng gạn
abgießen	vt	HOÁ	decant	lắng gạn, chắt
Abgleich	m	TV	alignment	sự đồng chỉnh
Abgleicharbeiten	f pl	CH_LƯỢNG	adjusting operations (các)	công đoạn điều chinh
Abgleichband	nt	TV	alignment tape	băng đồng chinh
Abgleichbesteck	nt	T_BỊ	alignment tool set, trimming kit	bô công cu đồng chinh, bộ công cụ tinh chính
Abgleichelement	nt	T_BỊ	adjusting element, trimming element	phần tư điêu chính, phần tử tinh chinh
Abgleichen	nt	VT&RĐ	alignment	sự đồng chỉnh
Abgleichen	nt	V_THÔNG	balancing sự	làm (cho) cản bằng
abgleichen	vt	XD	trim	tinh chinh
abgleichen	vt	XD	level	xoa phang (tường)
abgleichen	vt	CNSX	parfolicalize	điêu chỉnh
abgleichen	vt	CNSX	Cơ trim	tinh chính, vi chinh
Abgleichfehler	m	V_THÔNG	alignment fault	sự sai sót đồng chình
Abgleichfrequenz	f	Đ_TỬ	tie-down point	điểm liên kết xuống (ở máy thu đoi tần)
Abgleichmechanismus	m	T_BỊ	balancing mechanism	cơ cấu càn bằng
Abgleichpunkt	m	T_BỊ	balance point	điểm cân bằng (cầu đo)
Abgleichverstärker	m	Đ_TỬ	leveling amplifier (Mỹ), levelling amplifier (Anh)	bộ khuếch đại san bằng
Abgleichwiderstand	m	ĐIỆN	balancing resistor	cái điện trở cản băng
Abgleichwiderstand	m	KT_ĐIỆN	adjustable resistor	cái điện trở điêu chính được
Abgleichwiderstand	m	T_BỊ	trimming resistor	cái điện trở tinh chính
Abgleichwiderstand	m	T_BỊ	balancing resistor	cái điện trở cân bằng ( linh kiện mạch điện)
Abgleisen	nt	Đ_SẮT	derailing	sự làm trật bánh xe
Abgleitung	f	KT_ĐIỆN	slip	sự trượt
abgraten	vt	XD	chip	bào, chẻ, đẽo
abgraten	vt	CNSX	clip, snag	kep, xiết, xén, cắt (rìa)
Abgratfehler	m	CNSX	mistrimming	sự tinh chinh sai
Abgratpresse	f	CNSX	Stripping press	máy dập ép ra
Abgratpresse	f	CT_MÁY	trimming machine	máy bạt bavia, máy sửa rìa xờm
Abgreifen	nt	CT_MÁY	calipering (Mỹ), callipering (Anh)	Sự đo bang compa, sự đo bằng thước cáp
abgreifen	vt	CT_MÁY	caliper (Mỹ), calliper (Anh)	đo bằng compa, đo bằng thước cáp
Abgreifpunkt	m	KT_ĐIỆN	tapping point	
